Student Roll No,Course Number,Reason for Not allotting Preference
ME15B033,MS3590$outside,Slot Clash with already allotted elective course CE5180
ME15B033,ME5134$inside,Slot Clash with already allotted elective course CE5180
ME15B033,ME5134$outside,Slot Clash with already allotted elective course CE5180
ME15B033,BT3041$outside,Course capacity is full.
ME15B033,ME6125$inside,Course capacity is full.
ME15B033,ME6125$outside,Course capacity is full.
ME15B033,ME6006$inside,Slot Clash with already allotted elective course CE5180
ME15B033,ME6006$outside,Slot Clash with already allotted elective course CE5180
ME15B033,ME6324$outside,Already allotted to inside department version of the course
ME15B033,HS3029$outside,Slot Clash with already allotted elective course ME6324
ME15B036,ME4323$inside,Course capacity is full.
ME15B036,ME4323$outside,Course capacity is full.
ME15B036,AS5850$outside,Slot Clash with already allotted elective course CE3050
ME15B036,CE5337$outside,Slot Clash with already allotted elective course CE3050
ME15B040,EP2102$outside,Slot Clash with already allotted elective course PH3520
ME15B040,MM5250$outside,Slot Clash with already allotted elective course PH3520
ME15B042,ME5127$outside,Already allotted to inside department version of the course
ME15B042,ME4323$inside,Slot Clash with already allotted elective course ME5127
ME15B042,ME4323$outside,Slot Clash with already allotted elective course ME5127
ME15B042,MM5020$outside,Slot Clash with already allotted elective course ME5127
ME15B042,MM5250$outside,Slot Clash with already allotted elective course ME5127
ME15B044,ED5260$outside,Slot Clash with core course ME3482
ME15B046,EE4371$outside,Slot Clash with core course AS3050
ME15B046,BT3041$outside,Course capacity is full.
ME15B046,AS5540$outside,Course capacity is full.
ME15B048,ED5260$outside,Slot Clash with core course ME3482
ME15B049,ME5134$inside,Slot Clash with core course ME6324
ME15B049,ME5134$outside,Slot Clash with core course ME6324
ME15B052,HS1110$outside,Course capacity is full.
ME15B052,EE5351$outside,Course capacity is full.
ME15B053,ME4001$outside,Already allotted to inside department version of the course
ME15B054,MS3510$outside,Course capacity is full.
ME15B056,ME5127$inside,Course capacity is full.
ME15B056,ME6125$inside,Course capacity is full.
ME15B056,ME5134$outside,Already allotted to inside department version of the course
ME15B059,ME6324$inside,Slot Clash with core course ME5134
ME15B059,ME6324$outside,Slot Clash with core course ME5134
ME15B059,ME6125$inside,Course capacity is full.
ME15B059,AS5850$outside,Slot Clash with already allotted elective course ME6125
ME15B059,MS3510$outside,Slot Clash with already allotted elective course ME6125
ME15B059,ME4323$inside,Slot Clash with already allotted elective course ME6125
ME15B059,ME4323$outside,Slot Clash with already allotted elective course ME6125
ME15B060,ME6006$inside,Course capacity is full.
ME15B060,ME4001$outside,Already allotted to inside department version of the course
ME15B060,AS5710$outside,Course capacity is full.
ME15B061,ID5030$inside,Slot Clash with already allotted elective course CH5019
ME15B061,ID5030$outside,Slot Clash with already allotted elective course CH5019
ME15B061,MS3510$outside,Course capacity is full.
ME15B062,ME6324$outside,Already allotted to inside department version of the course
ME15B062,ME5134$inside,Slot Clash with already allotted elective course ME6324
ME15B062,ME5134$outside,Slot Clash with already allotted elective course ME6324
ME15B062,HS3029$outside,Slot Clash with already allotted elective course ME6324
ME15B063,AS5710$outside,Course capacity is full.
ME15B064,AS5710$outside,Slot Clash with core course ME5134
ME15B064,BT3041$outside,Slot Clash with already allotted elective course HS4030
ME15B064,MS3530$outside,Slot Clash with already allotted elective course HS4030
ME15B064,ME5127$inside,Slot Clash with already allotted elective course HS4030
ME15B064,ME5127$outside,Slot Clash with already allotted elective course HS4030
ME15B066,ME6324$inside,Slot Clash with already allotted elective course CS2800
ME15B066,ME6324$outside,Slot Clash with already allotted elective course CS2800
ME15B066,ME5134$inside,Slot Clash with already allotted elective course CS2800
ME15B066,ME5134$outside,Slot Clash with already allotted elective course CS2800
ME15B066,HS3029$outside,Slot Clash with already allotted elective course CS2800
ME15B067,AS5710$outside,Slot Clash with core course ME5134
ME15B067,MS3530$outside,Slot Clash with already allotted elective course HS4030
ME15B067,ME5127$inside,Slot Clash with already allotted elective course HS4030
ME15B067,ME5127$outside,Slot Clash with already allotted elective course HS4030
ME15B067,BT3041$outside,Course capacity is full.
ME15B068,ME5134$outside,Already allotted to inside department version of the course
ME15B068,MM5180$outside,Slot Clash with already allotted elective course ME5134
ME15B068,MS3510$outside,Course capacity is full.
ME15B068,MS3510+$outside,Course capacity is full.
ME15B068,ME4323$inside,Slot Clash with already allotted elective course MS3590
ME15B068,ME4323$outside,Slot Clash with already allotted elective course MS3590
ME15B068,ME5127$inside,Course capacity is full.
ME15B068,HS2370$outside,Slot Clash with already allotted elective course ME5127
ME15B070,ME4001$outside,Already allotted to inside department version of the course
ME15B073,ME6006$inside,Course capacity is full.
ME15B073,ME6324$inside,Slot Clash with already allotted elective course ME6006
ME15B073,ME6324$outside,Slot Clash with already allotted elective course ME6006
ME15B073,ID5030$inside,Course capacity is full.
ME15B073,ID5030$outside,Course capacity is full.
ME15B073,MS3510+$outside,Course capacity is full.
ME15B073,MS3510$outside,Course capacity is full.
ME15B073,MS3590$outside,Course capacity is full.
ME15B073,EE4371$outside,Course capacity is full.
ME15B073,HS5920$outside,Course capacity is full.
ME15B073,HS2370$outside,Course capacity is full.
ME15B076,ME6006$inside,Course capacity is full.
ME15B076,ME4001$outside,Already allotted to inside department version of the course
ME15B076,AS5710$outside,Course capacity is full.
ME15B077,ME5127$inside,Course capacity is full.
ME15B081,ED5318$outside,Slot Clash with core course ME3482
ME15B081,ID5030$outside,Already allotted to inside department version of the course
ME15B081,ME5127$inside,Slot Clash with already allotted elective course ID5030
ME15B081,ME5127$outside,Slot Clash with already allotted elective course ID5030
ME15B081,MS3510+$outside,Course capacity is full.
ME15B081,ME6006$inside,Course capacity is full.
ME15B081,ME6006$outside,Course capacity is full.
ME15B082,MS3510+$outside,Slot Clash with already allotted elective course MS3590
ME15B082,ME6125$inside,Slot Clash with already allotted elective course MS3590
ME15B082,ME6125$outside,Slot Clash with already allotted elective course MS3590
ME15B082,ME4203$inside,Slot Clash with already allotted elective course MS3590
ME15B082,ME4203$outside,Slot Clash with already allotted elective course MS3590
ME15B082,ME6006$inside,Slot Clash with already allotted elective course MS3590
ME15B082,ME6006$outside,Slot Clash with already allotted elective course MS3590
ME15B082,ME4323$inside,Slot Clash with already allotted elective course MS3590
ME15B082,ME4323$outside,Slot Clash with already allotted elective course MS3590
ME15B083,MS3510$outside,Course capacity is full.
ME15B083,MS3510+$outside,Course capacity is full.
ME15B087,ME5134$outside,Already allotted to inside department version of the course
ME15B087,ME5127$inside,Slot Clash with already allotted elective course ME5134
ME15B087,ME5127$outside,Slot Clash with already allotted elective course ME5134
ME15B087,CS6730$outside,Slot Clash with already allotted elective course EE5121
ME15B089,HS2370A$outside,Slot Clash with already allotted elective course PH5620
ME15B089,ME6324$inside,Slot Clash with already allotted elective course PH5620
ME15B089,ME6324$outside,Slot Clash with already allotted elective course PH5620
ME15B091,AS5710$outside,Slot Clash with already allotted elective course OE5170
ME15B091,ME6125$inside,Slot Clash with already allotted elective course OE5170
ME15B091,ME6125$outside,Slot Clash with already allotted elective course OE5170
ME15B091,ME6324$inside,Slot Clash with already allotted elective course OE5170
ME15B091,ME6324$outside,Slot Clash with already allotted elective course OE5170
ME15B092,ME4323$inside,Course capacity is full.
ME15B092,ME5134$outside,Already allotted to inside department version of the course
ME15B093,BT3041$outside,Course capacity is full.
ME15B093,ME6125$inside,Course capacity is full.
ME15B093,ME6324$inside,Slot Clash with already allotted elective course AS5710
ME15B093,ME6324$outside,Slot Clash with already allotted elective course AS5710
ME15B094,HS2370$outside,Slot Clash with already allotted elective course MS3590
ME15B094,HS2370A$outside,Slot Clash with already allotted elective course MS3590
ME15B096,MS3510$outside,Course capacity is full.
ME15B096,MS3510+$outside,Course capacity is full.
ME15B096,ME4323$inside,Course capacity is full.
ME15B096,ME4323$outside,Course capacity is full.
ME15B097,AS2050$outside,Slot Clash with core course ME3482
ME15B097,ME4323$inside,Course capacity is full.
ME15B097,ME4323$outside,Course capacity is full.
ME15B097,ME4203$outside,Already allotted to inside department version of the course
ME15B097,ME6125$inside,Slot Clash with already allotted elective course ME4203
ME15B097,ME6125$outside,Slot Clash with already allotted elective course ME4203
ME15B097,ME6324$inside,Slot Clash with already allotted elective course ME4203
ME15B097,ME6324$outside,Slot Clash with already allotted elective course ME4203
ME15B097,MS3510$outside,Slot Clash with already allotted elective course ME4203
ME15B097,HS2370$outside,Course capacity is full.
ME15B097,AS2030$outside,Slot Clash with already allotted elective course AS2080
ME15B097,EE1101$outside,Slot Clash with already allotted elective course ME4203
ME15B097,ME5134$inside,Slot Clash with already allotted elective course ME4203
ME15B097,ME5134$outside,Slot Clash with already allotted elective course ME4203
ME15B097,ME6006$inside,Slot Clash with already allotted elective course AS2080
ME15B097,ME6006$outside,Slot Clash with already allotted elective course AS2080
ME15B097,ME5127$inside,Slot Clash with already allotted elective course ME4203
ME15B097,ME5127$outside,Slot Clash with already allotted elective course ME4203
ME15B097,EE3001$outside,Slot Clash with already allotted elective course AS2080
ME15B097,EE3203$outside,Slot Clash with already allotted elective course AS2080
ME15B097,AS2070slotE$outside,Slot Clash with already allotted elective course ME4203
ME15B097,AS5850$outside,Slot Clash with already allotted elective course AS2080
ME15B097,CH4170$outside,Slot Clash with already allotted elective course AS2080
ME15B097,PH3520$outside,Slot Clash with already allotted elective course ME4203
ME15B098,ME4323$inside,Course capacity is full.
ME15B098,ME4323$outside,Course capacity is full.
ME15B098,ME6324$outside,Already allotted to inside department version of the course
ME15B098,ME5134$inside,Slot Clash with already allotted elective course ME6324
ME15B098,ME5134$outside,Slot Clash with already allotted elective course ME6324
ME15B099,ME5134$outside,Already allotted to inside department version of the course
ME15B100,HS3090$outside,Course capacity is full.
ME15B100,HS3280A$outside,Slot Clash with already allotted elective course HS4002
ME15B100,HS3280$outside,Slot Clash with already allotted elective course HS4002
ME15B100,CE5180$outside,Slot Clash with already allotted elective course MM2060
ME15B102,ED2040$outside,Slot Clash with core course ME3482
ME15B102,PH5720$outside,Slot Clash with already allotted elective course CH5019
ME15B102,EE1101$outside,Slot Clash with already allotted elective course MS3590
ME15B102,CE5730$outside,Slot Clash with already allotted elective course MS3590
ME15B104,ED5318$outside,Slot Clash with core course ME3482
ME15B104,AS5540$outside,Course capacity is full.
ME15B105,ME5134$outside,Already allotted to inside department version of the course
ME15B107,AS5710$outside,Slot Clash with already allotted elective course OE5170
ME15B107,ME6125$inside,Slot Clash with already allotted elective course OE5170
ME15B107,ME6125$outside,Slot Clash with already allotted elective course OE5170
ME15B107,ME6324$inside,Slot Clash with already allotted elective course OE5170
ME15B107,ME6324$outside,Slot Clash with already allotted elective course OE5170
ME15B108,ID5030$outside,Already allotted to inside department version of the course
ME15B108,CH5019$outside,Slot Clash with already allotted elective course ID5030
ME15B108,CH3050$outside,Slot Clash with already allotted elective course ID5030
ME15B109,AS5710$outside,Slot Clash with already allotted elective course OE5170
ME15B109,ME6324$inside,Slot Clash with already allotted elective course OE5170
ME15B109,ME6324$outside,Slot Clash with already allotted elective course OE5170
ME15B110,ED5318$outside,Slot Clash with core course ME3482
ME15B110,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME15B111,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME15B111,HS1110$outside,Slot Clash with already allotted elective course HS2370
ME15B111,AS5710$outside,Slot Clash with already allotted elective course HS2370
ME15B111,ME5134$outside,Already allotted to inside department version of the course
ME15B111,ME6125$inside,Slot Clash with already allotted elective course ME5134
ME15B111,ME6125$outside,Slot Clash with already allotted elective course ME5134
ME15B112,ED5318$outside,Slot Clash with core course ME3482
ME15B112,ME5134$outside,Already allotted to inside department version of the course
ME15B113,ED2040$outside,Slot Clash with core course ME3482
ME15B113,EE5121$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME3302(10 credits)+ME3482(3 credits)+ME3484(3 credits)+ID5030(10 credits)+ID3100(12 credits)+ and the following electives which have a higher preference got allotted : AS5710(9 credits)+ and EE5121 takes 12 credits which is greater than the remaining 7 elective credits.
ME15B114,ED5318$outside,Slot Clash with core course ME3482
ME15B114,ED5260$outside,Slot Clash with core course ME3482
ME15B114,ID5030$outside,Already allotted to inside department version of the course
ME15B114,MS3510$outside,Course capacity is full.
ME15B114,ME6006$inside,Course capacity is full.
ME15B114,ME6006$outside,Course capacity is full.
ME15B114,ME5134$outside,Already allotted to inside department version of the course
ME15B114,ME6125$inside,Course capacity is full.
ME15B114,ME6125$outside,Course capacity is full.
ME15B114,HS1110$outside,Slot Clash with already allotted elective course ID5030
ME15B115,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME15B116,ME5134$inside,Slot Clash with core course AS3050
ME15B116,ME5134$outside,Slot Clash with core course AS3050
ME15B116,ME6324$outside,Already allotted to inside department version of the course
ME15B116,ID5030$inside,Course capacity is full.
ME15B116,ID5030$outside,Course capacity is full.
ME15B117,ME4323$inside,Course capacity is full.
ME15B117,HS3090$outside,Course capacity is full.
ME15B120,AS5540$outside,Course capacity is full.
ME15B120,ID5030$inside,Course capacity is full.
ME15B120,ID5030$outside,Course capacity is full.
ME15B120,ME5134$outside,Already allotted to inside department version of the course
ME15B120,ME6006$inside,Slot Clash with already allotted elective course ME5134
ME15B120,ME6006$outside,Slot Clash with already allotted elective course ME5134
ME15B122,ME6324$outside,Already allotted to inside department version of the course
ME15B123,ID5030$outside,Already allotted to inside department version of the course
ME15B123,HS2370$outside,Slot Clash with already allotted elective course ID5030
ME15B123,HS2370A$outside,Slot Clash with already allotted elective course ID5030
ME15B123,HS3090$outside,Slot Clash with already allotted elective course ID5030
ME15B123,HS4450$outside,Slot Clash with already allotted elective course ID5030
ME15B125,ME6225$outside,Already allotted to inside department version of the course
ME15B125,ME4323$inside,Slot Clash with already allotted elective course ME6225
ME15B125,ME4323$outside,Slot Clash with already allotted elective course ME6225
ME15B128,AS5710$outside,Slot Clash with already allotted elective course OE5170
ME15B128,ME6324$inside,Slot Clash with already allotted elective course OE5170
ME15B128,ME6324$outside,Slot Clash with already allotted elective course OE5170
ME15B129,ED2040$outside,Slot Clash with core course ME3482
ME15B130,ME6125$inside,Course capacity is full.
ME15B130,ME4323$inside,Slot Clash with already allotted elective course ME6125
ME15B130,ME4323$outside,Slot Clash with already allotted elective course ME6125
ME15B131,ME4323$inside,Course capacity is full.
ME15B131,ME4323$outside,Course capacity is full.
ME15B131,HS3090$outside,Course capacity is full.
ME15B134,ME4323$inside,Course capacity is full.
ME15B134,ME4323$outside,Course capacity is full.
ME15B135,ME4323$inside,Course capacity is full.
ME15B135,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME15B135,HS4002$outside,Slot Clash with already allotted elective course HS2370
ME15B139,MS3510$outside,Course capacity is full.
ME15B139,MS3510+$outside,Course capacity is full.
ME15B139,CE5290$outside,Slot Clash with already allotted elective course MS3590
ME15B139,ME6324$outside,Already allotted to inside department version of the course
ME15B139,CS6700$outside,Slot Clash with already allotted elective course ME6324
ME15B140,ID5030$outside,Already allotted to inside department version of the course
ME15B140,MS3510$outside,Course capacity is full.
ME15B140,MS3510+$outside,Course capacity is full.
ME15B140,ME6324$outside,Already allotted to inside department version of the course
ME15B143,ME4323$inside,Course capacity is full.
ME15B143,ME4323$outside,Course capacity is full.
ME15B143,ME6324$inside,Slot Clash with already allotted elective course AS5710
ME15B143,ME6324$outside,Slot Clash with already allotted elective course AS5710
ME15B144,MS3590$outside,Slot Clash with already allotted elective course CE5290
ME15B145,MS3590$outside,Slot Clash with already allotted elective course CE5290
ME15B145,EE6430$outside,Slot Clash with already allotted elective course CE5290
ME15B145,ME6125$inside,Slot Clash with already allotted elective course CE5290
ME15B145,ME6125$outside,Slot Clash with already allotted elective course CE5290
ME15B146,ID4100$outside,Course capacity is full.
ME15B146,ME5127$inside,Course capacity is full.
ME15B146,MS3510$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME3302(10 credits)+ME3482(3 credits)+ME3484(3 credits)+ME6125(9 credits)+ and the following electives which have a higher preference got allotted : ID3100(12 credits)+ME5127(9 credits)+ and MS3510 takes 9 credits which is greater than the remaining 8 elective credits.
ME15B146,ME4203$inside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME3302(10 credits)+ME3482(3 credits)+ME3484(3 credits)+ME6125(9 credits)+ and the following electives which have a higher preference got allotted : ID3100(12 credits)+ME5127(9 credits)+ and ME4203 takes 9 credits which is greater than the remaining 8 elective credits.
ME15B146,ME4203$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME3302(10 credits)+ME3482(3 credits)+ME3484(3 credits)+ME6125(9 credits)+ and the following electives which have a higher preference got allotted : ID3100(12 credits)+ME5127(9 credits)+ and ME4203 takes 9 credits which is greater than the remaining 8 elective credits.
ME15B147,ID5030$outside,Already allotted to inside department version of the course
ME15B147,ME6324$outside,Already allotted to inside department version of the course
ME15B147,HS2370$outside,Slot Clash with already allotted elective course ID5030
ME15B147,HS2370A$outside,Slot Clash with already allotted elective course ID5030
ME15B148,ED5260$outside,Slot Clash with core course ME3482
ME15B148,MS3510+$outside,Course capacity is full.
ME15B148,MS3510$outside,Course capacity is full.
ME15B149,ME4323$inside,Course capacity is full.
ME15B149,ME4323$outside,Course capacity is full.
ME15B149,ME4203$outside,Already allotted to inside department version of the course
ME15B152,ME6225$outside,Already allotted to inside department version of the course
ME15B152,ME6230$outside,Already allotted to inside department version of the course
ME15B154,EE5351$outside,Course capacity is full.
ME15B155,ME6006$inside,Course capacity is full.
ME15B155,ME4001$outside,Already allotted to inside department version of the course
ME15B155,ME6125$inside,Course capacity is full.
ME15B155,ME6125$outside,Course capacity is full.
ME15B155,ME4203$outside,Already allotted to inside department version of the course
ME15B155,ME6225$inside,Slot Clash with already allotted elective course ME6006
ME15B155,ME6225$outside,Slot Clash with already allotted elective course ME6006
ME15B157,ED5318$outside,Slot Clash with core course ME3482
ME15B157,AS5710$outside,Slot Clash with already allotted elective course ED5018
ME15B158,ID5030$outside,Already allotted to inside department version of the course
ME15B158,MS3510+$outside,Course capacity is full.
ME15B158,MS3510$outside,Course capacity is full.
ME15B158,ME5134$outside,Already allotted to inside department version of the course
ME15B158,ME6006$inside,Slot Clash with already allotted elective course ID5030
ME15B158,ME6006$outside,Slot Clash with already allotted elective course ID5030
ME15B158,ME6125$inside,Slot Clash with already allotted elective course ID5030
ME15B158,ME6125$outside,Slot Clash with already allotted elective course ID5030
ME15B158,MS3590$outside,Slot Clash with already allotted elective course EE5175
ME15B159,MS3510+$outside,Slot Clash with already allotted elective course MS3510
ME15B159,MS3590$outside,Slot Clash with already allotted elective course MS3510
ME15B161,ME6324$outside,Already allotted to inside department version of the course
ME15B161,ME6125$inside,Course capacity is full.
ME15B164,CS6700$outside,Course capacity is full.
ME15B164,ME6324$outside,Already allotted to inside department version of the course
ME15B164,AS5710$outside,Slot Clash with already allotted elective course ME6324
ME15B164,ME6125$inside,Course capacity is full.
ME15B164,ME6230$inside,Slot Clash with already allotted elective course ME6125
ME15B164,ME6230$outside,Slot Clash with already allotted elective course ME6125
ME15B166,ME6324$outside,Already allotted to inside department version of the course
ME15B166,ME6125$inside,Course capacity is full.
ME15B167,ME6324$outside,Already allotted to inside department version of the course
ME15B167,ME6125$inside,Course capacity is full.
ME16B001,ME2200$outside,Already allotted to inside department version of the course
ME16B002,ME2200$outside,Already allotted to inside department version of the course
ME16B003,ME2200$outside,Already allotted to inside department version of the course
ME16B003,MA2031$inside,Course capacity is full.
ME16B003,MA2031$outside,Course capacity is full.
ME16B003,MA2030$inside,Course capacity is full.
ME16B003,MA2030$outside,Course capacity is full.
ME16B003,MA2040$inside,Course capacity is full.
ME16B003,MA2040$outside,Course capacity is full.
ME16B006,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+ME1480slotR1(7 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the -3 remaining elective credits.
ME16B006,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+ME1480slotR1(7 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the -3 remaining elective credits.
ME16B007,ME2200$outside,Already allotted to inside department version of the course
ME16B008,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B008,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B009,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B009,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B010,ME2200$outside,Already allotted to inside department version of the course
ME16B011,ME2200$outside,Already allotted to inside department version of the course
ME16B012,ME2200$outside,Already allotted to inside department version of the course
ME16B014,ME2200$outside,Already allotted to inside department version of the course
ME16B015,ME2200$outside,Already allotted to inside department version of the course
ME16B016,ME2200$outside,Already allotted to inside department version of the course
ME16B017,ME2200$outside,Already allotted to inside department version of the course
ME16B018,ME2200$outside,Already allotted to inside department version of the course
ME16B021,ME2200$outside,Already allotted to inside department version of the course
ME16B021,MA2030$inside,Course capacity is full.
ME16B021,MA2031$inside,Slot Clash with already allotted elective course MA2030
ME16B021,MA2031$outside,Slot Clash with already allotted elective course MA2030
ME16B021,MA2040$inside,Slot Clash with already allotted elective course MA2030
ME16B021,MA2040$outside,Slot Clash with already allotted elective course MA2030
ME16B024,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+CS6350(12 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 2 remaining elective credits.
ME16B024,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+CS6350(12 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 2 remaining elective credits.
ME16B027,MA2031$inside,Course capacity is full.
ME16B027,MA2031$outside,Course capacity is full.
ME16B027,MA2030$inside,Course capacity is full.
ME16B027,MA2030$outside,Course capacity is full.
ME16B027,ME2200$outside,Already allotted to inside department version of the course
ME16B029,ME2200$outside,Already allotted to inside department version of the course
ME16B031,ME2200$outside,Already allotted to inside department version of the course
ME16B032,ME2200$outside,Already allotted to inside department version of the course
ME16B033,MA2031$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and MA2031 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B033,MA2031$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and MA2031 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B033,MA2030$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and MA2030 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B033,MA2030$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and MA2030 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B033,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 3 remaining elective credits.
ME16B033,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3023(10 credits)+HS3021(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 3 remaining elective credits.
ME16B034,ME2200$outside,Already allotted to inside department version of the course
ME16B036,ME2200$outside,Already allotted to inside department version of the course
ME16B037,ME2200$outside,Already allotted to inside department version of the course
ME16B037,MA2031$inside,Course capacity is full.
ME16B037,MA2031$outside,Course capacity is full.
ME16B037,MA2030$inside,Course capacity is full.
ME16B037,MA2030$outside,Course capacity is full.
ME16B037,MA2040$inside,Course capacity is full.
ME16B037,MA2040$outside,Course capacity is full.
ME16B039,ME2200$outside,Already allotted to inside department version of the course
ME16B040,MA2030$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3021(10 credits)+HS3023(10 credits)+HS0000(9 credits)+ and MA2030 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B040,MA2030$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3021(10 credits)+HS3023(10 credits)+HS0000(9 credits)+ and MA2030 takes 9 credits which is greater than the 3 remaining elective credits.
ME16B040,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3021(10 credits)+HS3023(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 3 remaining elective credits.
ME16B040,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS3021(10 credits)+HS3023(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 3 remaining elective credits.
ME16B043,ME2200$outside,Already allotted to inside department version of the course
ME16B044,ME2200$outside,Already allotted to inside department version of the course
ME16B045,ME2200$outside,Already allotted to inside department version of the course
ME16B047,ME2200$outside,Already allotted to inside department version of the course
ME16B049,ME2200$outside,Already allotted to inside department version of the course
ME16B050,ME2200$outside,Already allotted to inside department version of the course
ME16B051,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2030(9 credits)+HS3023(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B051,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2030(9 credits)+HS3023(10 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B055,ME2200$outside,Already allotted to inside department version of the course
ME16B056,ME2200$outside,Already allotted to inside department version of the course
ME16B057,ME2200$outside,Already allotted to inside department version of the course
ME16B058,ME2200$outside,Already allotted to inside department version of the course
ME16B059,ME2200$outside,Already allotted to inside department version of the course
ME16B060,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
